agent,density,scenario,seed,success_rate,safe_success_rate,collision_per_episode,avg_episode_length,avg_jerk,avg_min_dist,freezing_rate,num_episodes
ORCA,23,random,123,0.95,0.81,0.54,49.55,0.07446957757720128,0.3174147091805935,0.03491422805247225,100
ORCA,23,random,456,0.93,0.79,0.46,54.12,0.07094722416947144,0.32037434324622155,0.03067257945306726,100
ORCA,23,random,9,0.9,0.78,0.64,59.09,0.07314379384072305,0.32118549674749375,0.03841597563039431,100
ORCA,23,random,10,0.91,0.79,0.32,58.31,0.07376881045664482,0.31987879797816277,0.0399588406791288,100
SARL,23,random,10,0.61,0.11,4.06,63.81,0.03429914791353889,0.2588742048293352,0.06879799404482057,100
SARL,23,random,123,0.52,0.15,4.93,69.28,0.022581960205869164,0.27123303435742857,0.10046189376443418,100
SARL,23,random,42,0.26,0.0,5.19,82.9,0.021609504647203365,0.2545330734550953,0.1106151990349819,100
SARL,23,random,456,0.57,0.09,5.39,62.36,0.042725865276895945,0.22920344971120357,0.06783194355355997,100
SARL,23,random,9,0.11,0.03,5.19,93.7,0.03105307889702537,0.24965349413454532,0.13180362860192102,100
DS_RNN,23,random,10,0.61,0.09,4.28,62.04,0.027503770150594284,0.2572966752946377,0.08478401031592521,100
DS_RNN,23,random,123,0.51,0.08,4.24,68.73,0.05241797985167778,0.24977841652929783,0.09166302924487124,100
DS_RNN,23,random,42,0.36,0.08,3.67,77.58,0.028101863782455147,0.2704025326669216,0.0951276102088167,100
DS_RNN,23,random,456,0.69,0.13,5.03,55.64,0.04672544100364441,0.23565297476714478,0.056074766355140186,100
DS_RNN,23,random,9,0.05,0.01,5.84,96.34,0.022781843143489744,0.23034840859472752,0.13836412705003115,100
LSTM_RL,23,random,10,0.99,0.67,0.86,37.19,0.32014547727830167,0.31333146259188654,0.005108900242000538,100
LSTM_RL,23,random,123,0.99,0.72,0.73,32.77,0.6071294755327521,0.3140811371803284,0.00274641440341776,100
LSTM_RL,23,random,42,1.0,0.65,0.78,30.53,0.5497883298543754,0.31446609914302825,0.00491320013101867,100
LSTM_RL,23,random,456,0.99,0.74,0.68,32.62,0.6264833083163044,0.3167531485855579,0.003678724708767627,100
LSTM_RL,23,random,9,1.0,0.77,0.66,31.98,0.5315747597721376,0.3153201614320278,0.004690431519699813,100
